Commodity,flow,series_id
3272 Glass & Glass Products,export,713
3272 Glass & Glass Products,import,714
32721 Glass & Glass Products,export,715
32721 Glass & Glass Products,import,716
"327211 Drawn/blown, Float & Flat Glass",export,717
"327211 Drawn/blown, Float & Flat Glass",import,718
327212 Other Pressed & Blown Glass & Glassware,export,719
327212 Other Pressed & Blown Glass & Glassware,import,720
327213 Glass Containers,export,721
327213 Glass Containers,import,722
"327215 Glass Products, Nesoi",export,723
"327215 Glass Products, Nesoi",import,724
3273 Cement & Concrete Products,export,725
3273 Cement & Concrete Products,import,726
32731 Cements,export,727
32731 Cements,import,728
327310 Cements,export,729
327310 Cements,import,730
32733 Concrete Bricks & Blocks,export,731
32733 Concrete Bricks & Blocks,import,732
327331 Concrete Bricks & Blocks,export,733
327331 Concrete Bricks & Blocks,import,734
32739 Other Concrete Products,export,735
32739 Other Concrete Products,import,736
327390 Other Concrete Products,export,737
327390 Other Concrete Products,import,738
3274 Lime & Gypsum Products,export,739
3274 Lime & Gypsum Products,import,740
32741 Lime & Calcined Dolomite,export,741
32741 Lime & Calcined Dolomite,import,742
327410 Lime & Calcined Dolomite,export,743
327410 Lime & Calcined Dolomite,import,744
32742 Gypsum Products,export,745
32742 Gypsum Products,import,746
327420 Gypsum Products,export,747
327420 Gypsum Products,import,748
3279 Other Nonmetallic Mineral Products,export,749
3279 Other Nonmetallic Mineral Products,import,750
32791 Abrasive Products,export,751
32791 Abrasive Products,import,752
327910 Abrasive Products,export,753
327910 Abrasive Products,import,754
32799 All Other Nonmetallic Mineral Products,export,755
32799 All Other Nonmetallic Mineral Products,import,756
327991 Cut Stone & Stone Products,export,757
327991 Cut Stone & Stone Products,import,758
327992 Ground Or Treated Mineral & Earth,export,759
327992 Ground Or Treated Mineral & Earth,import,760
327993 Mineral Wool & Glass Fibers,export,761
327993 Mineral Wool & Glass Fibers,import,762
327999 All Oth Misc Nonmetallic Mineral Products,export,763
327999 All Oth Misc Nonmetallic Mineral Products,import,764
331 Primary Metal Mfg,export,765
331 Primary Metal Mfg,import,766
3311 Iron & Steel & Ferroalloy,export,767
3311 Iron & Steel & Ferroalloy,import,768
33111 Iron And Steel And Ferroalloy Steel Products,export,769
33111 Iron And Steel And Ferroalloy Steel Products,import,770
331110 Iron And Steel And Ferroalloy Steel  Products,export,771
331110 Iron And Steel And Ferroalloy Steel  Products,import,772
3312 Steel Products From Purchased Steel,export,773
3312 Steel Products From Purchased Steel,import,774
33122 Rolling & Drawing Of Purchased Steel,export,775
33122 Rolling & Drawing Of Purchased Steel,import,776
331221 Rolled Steel Shape,export,777
331221 Rolled Steel Shape,import,778
331222 Steel Wire Drawing,export,779
331222 Steel Wire Drawing,import,780
3313 Alumina & Aluminum  & Processing,export,781
3313 Alumina & Aluminum  & Processing,import,782
33131 Alumina & Aluminum  & Processing,export,783
33131 Alumina & Aluminum  & Processing,import,784
331313 Alumina Refined And Primary Aluminum,export,785
331313 Alumina Refined And Primary Aluminum,import,786
331314 Secondary Smelting & Alloying Of Aluminum,export,787
331314 Secondary Smelting & Alloying Of Aluminum,import,788
"331315 Aluminum Sheets, Plates & Foils",export,789
"331315 Aluminum Sheets, Plates & Foils",import,790
"331318 Other Aluminum Rolling, Drawing, And Extruding",export,791
"331318 Other Aluminum Rolling, Drawing, And Extruding",import,792
3314 Nonferrous (exc Alum) & Processing,export,793
3314 Nonferrous (exc Alum) & Processing,import,794
33141 Nonferrous (exc Aluminum) Smelting & Refining,export,795
33141 Nonferrous (exc Aluminum) Smelting & Refining,import,796
"331410 Nonferrous Metal (excpt Aluminum)  Smeltd, Refined",export,797
"331410 Nonferrous Metal (excpt Aluminum)  Smeltd, Refined",import,798
33142 Copper Rolling/drawing/extruding & Alloying,export,799
33142 Copper Rolling/drawing/extruding & Alloying,import,800
"331420 Copper Rolling, Drawing & Extruding, & Alloying",export,801
"331420 Copper Rolling, Drawing & Extruding, & Alloying",import,802
33149 Other Nonferrous Roll/draw/extruding/alloying,export,803
33149 Other Nonferrous Roll/draw/extruding/alloying,import,804
331491 Other Nonferrous Metals Roll/draw/extruding,export,805
331491 Other Nonferrous Metals Roll/draw/extruding,import,806
331492 Other Nonferrous Secondary Smelt/refine/alloying,export,807
331492 Other Nonferrous Secondary Smelt/refine/alloying,import,808
3315 Foundries,export,809
3315 Foundries,import,810
33151 Ferrous Metal Foundries,export,811
33151 Ferrous Metal Foundries,import,812
331511 Iron Foundries,export,813
331511 Iron Foundries,import,814
33152 Nonferrous Metal,export,815
33152 Nonferrous Metal,import,816
331523 Nonferrous Metal Die-casts,export,817
331523 Nonferrous Metal Die-casts,import,818
"332 Fabricated Metal Products, Nesoi",export,819
"332 Fabricated Metal Products, Nesoi",import,820
3321 Crowns/closures/seals & Other Packing Accessories,export,821
3321 Crowns/closures/seals & Other Packing Accessories,import,822
33211 Crowns/closures/seals & Other Packing Accessories,export,823
33211 Crowns/closures/seals & Other Packing Accessories,import,824
332111 Iron And Steel Forged,export,825
332111 Iron And Steel Forged,import,826
332112 Nonferrous Forged,export,827
332112 Nonferrous Forged,import,828
"332119 Metal Crowns, Closure,&other Metal Stamp (ex Auto)",export,829
"332119 Metal Crowns, Closure,&other Metal Stamp (ex Auto)",import,830
3322 Cutlery & Handtools,export,831
3322 Cutlery & Handtools,import,832
33221 Cutlery & Handtools,export,833
33221 Cutlery & Handtools,import,834
"332215 Metal Kitchen Cookware, Uten, Cut,&flat(exc Preci)",export,835
"332215 Metal Kitchen Cookware, Uten, Cut,&flat(exc Preci)",import,836
332216 Saw Blades & Handtools,export,837
332216 Saw Blades & Handtools,import,838
3323 Architectural & Structural Metals,export,839
3323 Architectural & Structural Metals,import,840
33231 Plate Work & Fabricated Structural Products,export,841
33231 Plate Work & Fabricated Structural Products,import,842
332311 Prefab Metal Buildings & Components,export,843
332311 Prefab Metal Buildings & Components,import,844
332312 Fabricated Structural Metals,export,845
332312 Fabricated Structural Metals,import,846
332313 Other Metal Container,export,847
332313 Other Metal Container,import,848
33232 Ornamental & Architectural Metal Products,export,849
33232 Ornamental & Architectural Metal Products,import,850
332321 Metal Windows & Doors,export,851
332321 Metal Windows & Doors,import,852
332322 Sheet Metal Works,export,853
332322 Sheet Metal Works,import,854
332323 Ornamental & Architectural Metal Works,export,855
332323 Ornamental & Architectural Metal Works,import,856
"3324 Boilers, Tanks & Shipping Containers",export,857
"3324 Boilers, Tanks & Shipping Containers",import,858
33241 Power Boilers & Heat Exchangers,export,859
33241 Power Boilers & Heat Exchangers,import,860
332410 Power Boilers & Heat Exchangers,export,861
332410 Power Boilers & Heat Exchangers,import,862
33242 Metal Tanks (heavy Gauge),export,863
33242 Metal Tanks (heavy Gauge),import,864
332420 Metal Tanks (heavy Gauge),export,865
332420 Metal Tanks (heavy Gauge),import,866
33243 Light Gauge Metal Containers,export,867
33243 Light Gauge Metal Containers,import,868
332431 Metal Cans,export,869
332431 Metal Cans,import,870
332439 Other Metal Containers,export,871
332439 Other Metal Containers,import,872
3325 Hardware,export,873
3325 Hardware,import,874
33251 Hardware,export,875
33251 Hardware,import,876
332510 Hardware,export,877
332510 Hardware,import,878
3326 Springs & Wire Products,export,879
3326 Springs & Wire Products,import,880
33261 Springs & Wire Products,export,881
33261 Springs & Wire Products,import,882
332613 Springs,export,883
332613 Springs,import,884
332618 Other Fabricated Wire Products,export,885
332618 Other Fabricated Wire Products,import,886
3327 Bolts/nuts/scrws/rivts/washrs & Other Turned Prods,export,887
3327 Bolts/nuts/scrws/rivts/washrs & Other Turned Prods,import,888
33272 Bolts/nuts/scrws/rivts/washrs & Other Turned Prods,export,889
33272 Bolts/nuts/scrws/rivts/washrs & Other Turned Prods,import,890
332722 Bolts/nuts/scrws/rivts/washrs & Other Turned Prods,export,891
332722 Bolts/nuts/scrws/rivts/washrs & Other Turned Prods,import,892
3329 Other Fabricated Metal Products,export,893
3329 Other Fabricated Metal Products,import,894
33291 Metal Valves,export,895
33291 Metal Valves,import,896
332911 Industrial Valves,export,897
332911 Industrial Valves,import,898
332912 Fluid Power Valves & Hose Fittings,export,899
332912 Fluid Power Valves & Hose Fittings,import,900
332913 Plumbing Fixtures Fittings & Trim,export,901
332913 Plumbing Fixtures Fittings & Trim,import,902
332919 Other Metal Valves & Pipe Fittings,export,903
332919 Other Metal Valves & Pipe Fittings,import,904
33299 Other Fabricated Metal Products,export,905
33299 Other Fabricated Metal Products,import,906
332991 Ball & Roller Bearings,export,907
332991 Ball & Roller Bearings,import,908
332992 Small Arms Ammunition,export,909
332992 Small Arms Ammunition,import,910
332993 Ammunition (except Small Arms),export,911
332993 Ammunition (except Small Arms),import,912
332994 Small Arms,export,913
332994 Small Arms,import,914
332999 Other Miscellaneous Fabricated Metal Products,export,915
332999 Other Miscellaneous Fabricated Metal Products,import,916
"333 Machinery, Except Electrical",export,917
"333 Machinery, Except Electrical",import,918
3331 Ag & Construction &  Machinery,export,919
3331 Ag & Construction &  Machinery,import,920
33311 Agricultural Implements,export,921
33311 Agricultural Implements,import,922
333111 Farm Machinery & Equipment,export,923
333111 Farm Machinery & Equipment,import,924
333112 Lawn And Garden Tractor And Home Lawn And Garden E,export,925
333112 Lawn And Garden Tractor And Home Lawn And Garden E,import,926
33312 Construction Machinery,export,927
33312 Construction Machinery,import,928
333120 Construction Machinery,export,929
333120 Construction Machinery,import,930
33313 Mining & Oil & Gas Field Machinery,export,931
33313 Mining & Oil & Gas Field Machinery,import,932
333131 Mining Machinery & Equipment,export,933
333131 Mining Machinery & Equipment,import,934
333132 Oil & Gas Field Machinery & Equipment,export,935
333132 Oil & Gas Field Machinery & Equipment,import,936
3332 Industrial Machinery,export,937
3332 Industrial Machinery,import,938
33324 Industrial Machinery,export,939
33324 Industrial Machinery,import,940
333241 Food Product Machinery,export,941
333241 Food Product Machinery,import,942
333242 Semiconductor Machinery,export,943
333242 Semiconductor Machinery,import,944
"333243 Sawmill, Woodworking, & Paper Machinery",export,945
"333243 Sawmill, Woodworking, & Paper Machinery",import,946
3333 Commercial & Service Industry Machinery,export,947
3333 Commercial & Service Industry Machinery,import,948
33331 Commercial & Service Industry Machinery,export,949
33331 Commercial & Service Industry Machinery,import,950
3334 Hvac & Commercial Refrigeration Equipment,export,951
3334 Hvac & Commercial Refrigeration Equipment,import,952
33341 Hvac & Commercial Refrigeration Equipment,export,953
33341 Hvac & Commercial Refrigeration Equipment,import,954
333413 Indust & Comm Fan & Blower &air Purification Equip,export,955
333413 Indust & Comm Fan & Blower &air Purification Equip,import,956
333414 Heating Equipment (exc Warm Air Furnaces),export,957
333414 Heating Equipment (exc Warm Air Furnaces),import,958
333415 Ac/warm Air Htg & Commercial Refrig Equip,export,959
333415 Ac/warm Air Htg & Commercial Refrig Equip,import,960
3335 Metalworking Machinery,export,961
3335 Metalworking Machinery,import,962
33351 Metalworking Machinery,export,963
33351 Metalworking Machinery,import,964
333511 Industrial Molds,export,965
333511 Industrial Molds,import,966
"333514 Special Dies/tools, Die Sets, Jigs & Fixtures",export,967
"333514 Special Dies/tools, Die Sets, Jigs & Fixtures",import,968
333515 Cutting Tools & Machine Tool Accessories,export,969
333515 Cutting Tools & Machine Tool Accessories,import,970
333517 Machine Tools,export,971
333517 Machine Tools,import,972
333519 Rolling Mill & Other Metalworking Machinery,export,973
333519 Rolling Mill & Other Metalworking Machinery,import,974
"3336 Engines, Turbines & Power Transmsn Equip",export,975
"3336 Engines, Turbines & Power Transmsn Equip",import,976
"33361 Engines, Turbines & Power Transmsn Equip",export,977
"33361 Engines, Turbines & Power Transmsn Equip",import,978
333611 Turbines & Turbine Generator Sets,export,979
333611 Turbines & Turbine Generator Sets,import,980
333612 Speed Changers/industrial High-speed Drives/gears,export,981
333612 Speed Changers/industrial High-speed Drives/gears,import,982
333613 Mechanical Power Transmission Equipment,export,983
333613 Mechanical Power Transmission Equipment,import,984
333618 Other Engine Equipment,export,985
333618 Other Engine Equipment,import,986
3339 Other General Purpose Machinery,export,987
3339 Other General Purpose Machinery,import,988
33391 Pumps & Compressors,export,989
33391 Pumps & Compressors,import,990
333912 Air & Gas Compressors,export,991
333912 Air & Gas Compressors,import,992
33392 Material Handling Equipment,export,993
33392 Material Handling Equipment,import,994
333921 Elevators & Moving Stairways,export,995
333921 Elevators & Moving Stairways,import,996
333922 Conveyors & Conveying Equipment,export,997
333922 Conveyors & Conveying Equipment,import,998
"333923 Overhead Cranes, Hoists & Monorail Systems",export,999
"333923 Overhead Cranes, Hoists & Monorail Systems",import,1000
333924 Indust. Trucks/tractors/trailers/stacker Machinery,export,1001
333924 Indust. Trucks/tractors/trailers/stacker Machinery,import,1002
33399 Other General Purpose Machinery,export,1003
33399 Other General Purpose Machinery,import,1004
333991 Power-driven Handtools,export,1005
333991 Power-driven Handtools,import,1006
333992 Welding & Soldering Equipment,export,1007
333992 Welding & Soldering Equipment,import,1008
333993 Packaging Machinery,export,1009
333993 Packaging Machinery,import,1010
333994 Industrial Furnaces & Ovens,export,1011
333994 Industrial Furnaces & Ovens,import,1012
333995 Fluid Power Cylinders & Actuators,export,1013
333995 Fluid Power Cylinders & Actuators,import,1014
333996 Fluid Power Pumps & Motors,export,1015
333996 Fluid Power Pumps & Motors,import,1016
334 Computer & Electronic Products,export,1017
334 Computer & Electronic Products,import,1018
3341 Computer Equipment,export,1019
3341 Computer Equipment,import,1020
33411 Computer Equipment,export,1021
33411 Computer Equipment,import,1022
334111 Electronic Computers,export,1023
334111 Electronic Computers,import,1024
334112 Computer Storage Devices,export,1025
334112 Computer Storage Devices,import,1026
334118 Computer Terminals &other Comput Peripheral Equip,export,1027
334118 Computer Terminals &other Comput Peripheral Equip,import,1028
3342 Communications Equipment,export,1029
3342 Communications Equipment,import,1030
33421 Telephone Apparatus,export,1031
33421 Telephone Apparatus,import,1032
334210 Telephone Apparatus,export,1033
334210 Telephone Apparatus,import,1034
33422 Radio/tv Broadcast & Wireless Communication Equip,export,1035
33422 Radio/tv Broadcast & Wireless Communication Equip,import,1036
334220 Radio/tv Broadcast & Wireless Communication Equip,export,1037
334220 Radio/tv Broadcast & Wireless Communication Equip,import,1038
33429 Other Communications Equipment,export,1039
33429 Other Communications Equipment,import,1040
334290 Other Communications Equipment,export,1041
334290 Other Communications Equipment,import,1042
3343 Audio & Video Equipment,export,1043
3343 Audio & Video Equipment,import,1044
33431 Audio & Video Equipment,export,1045
33431 Audio & Video Equipment,import,1046
334310 Audio & Video Equipment,export,1047
334310 Audio & Video Equipment,import,1048
3344 Semiconductors & Other Electronic Components,export,1049
3344 Semiconductors & Other Electronic Components,import,1050
33441 Semiconductors & Other Electronic Components,export,1051
33441 Semiconductors & Other Electronic Components,import,1052
334412 Printed Circuits,export,1053
334412 Printed Circuits,import,1054
334413 Semiconductors & Related Devices,export,1055
334413 Semiconductors & Related Devices,import,1056
"334416 Capacitors, Resistors, Coils, Trnsfors,&oth Induct",export,1057
"334416 Capacitors, Resistors, Coils, Trnsfors,&oth Induct",import,1058
"334417 Electronic Connectors, Including Parts",export,1059
"334417 Electronic Connectors, Including Parts",import,1060
334418 Printed Circuit Assemblies (electronic Assemblies),export,1061
334418 Printed Circuit Assemblies (electronic Assemblies),import,1062
334419 Other Electronic Components,export,1063
334419 Other Electronic Components,import,1064
3345 Navigational/measuring/medical/control Instrument,export,1065
3345 Navigational/measuring/medical/control Instrument,import,1066
33451 Navigational/measuring/medical/control Instruments,export,1067
33451 Navigational/measuring/medical/control Instruments,import,1068
334510 Electromedical Apparatus,export,1069
334510 Electromedical Apparatus,import,1070
"334511 Search, Detection & Navigation Instruments",export,1071
"334511 Search, Detection & Navigation Instruments",import,1072
334512 Automatic Environmental Controls,export,1073
334512 Automatic Environmental Controls,import,1074
334513 Industrial Process Controls,export,1075
334513 Industrial Process Controls,import,1076
334514 Total Fluid Meters & Counting Devices,export,1077
334514 Total Fluid Meters & Counting Devices,import,1078
334515 Electricity Measuring/testing Instruments,export,1079
334515 Electricity Measuring/testing Instruments,import,1080
334516 Analytical Laboratory Instruments,export,1081
334516 Analytical Laboratory Instruments,import,1082
334517 Irradiation Apparatus,export,1083
334517 Irradiation Apparatus,import,1084
334519 Other Measuring & Controlling Devices,export,1085
334519 Other Measuring & Controlling Devices,import,1086
3346 Magnetic & Optical Media,export,1087
3346 Magnetic & Optical Media,import,1088
33461 Magnetic & Optical Media,export,1089
33461 Magnetic & Optical Media,import,1090
"335 Electrical Equipment, Appliances & Components",export,1091
"335 Electrical Equipment, Appliances & Components",import,1092
3351 Electric Lighting Equipment,export,1093
3351 Electric Lighting Equipment,import,1094
"3352 Household Appliances And Misc Machines, Nesoi",export,1095
"3352 Household Appliances And Misc Machines, Nesoi",import,1096
33521 Small Electrical Appliances,export,1097
33521 Small Electrical Appliances,import,1098
335210 Small Electrical Appliances,export,1099
335210 Small Electrical Appliances,import,1100
33522 Major Appliances,export,1101
33522 Major Appliances,import,1102
3353 Electrical Equipment,export,1103
3353 Electrical Equipment,import,1104
33531 Electrical Equipment,export,1105
33531 Electrical Equipment,import,1106
335311 Power/distribution/specialty Transformers,export,1107
335311 Power/distribution/specialty Transformers,import,1108
335312 Motors & Generators,export,1109
335312 Motors & Generators,import,1110
335313 Switchgear & Switchboard Apparatus,export,1111
335313 Switchgear & Switchboard Apparatus,import,1112
335314 Relays & Industrial Controls,export,1113
335314 Relays & Industrial Controls,import,1114
"3359 Electrical Equipment & Components, Nesoi",export,1115
"3359 Electrical Equipment & Components, Nesoi",import,1116
33591 Batteries,export,1117
33591 Batteries,import,1118
33592 Communication & Energy Wires & Cables,export,1119
33592 Communication & Energy Wires & Cables,import,1120
335921 Fiber Optic Cable,export,1121
335921 Fiber Optic Cable,import,1122
"335929 Communication & Energy Wire, Nesoi",export,1123
"335929 Communication & Energy Wire, Nesoi",import,1124
33593 Wiring Devices,export,1125
33593 Wiring Devices,import,1126
335931 Current-carrying Wiring Devices,export,1127
335931 Current-carrying Wiring Devices,import,1128
335932 Noncurrent-carrying Wiring Devices,export,1129
335932 Noncurrent-carrying Wiring Devices,import,1130
"33599 Electrical Equipment & Components, Nesoi",export,1131
"33599 Electrical Equipment & Components, Nesoi",import,1132
335991 Carbon & Graphite Products,export,1133
335991 Carbon & Graphite Products,import,1134
"335999 Misc Electrical Equipment & Components, Nesoi",export,1135
"335999 Misc Electrical Equipment & Components, Nesoi",import,1136
336 Transportation Equipment,export,1137
336 Transportation Equipment,import,1138
3361 Motor Vehicles,export,1139
3361 Motor Vehicles,import,1140
"33611 Autos & Light Duty Motor Vehicles, Incl Chassis",export,1141
"33611 Autos & Light Duty Motor Vehicles, Incl Chassis",import,1142
33612 Heavy Duty Trucks & Chassis,export,1143
33612 Heavy Duty Trucks & Chassis,import,1144
336120 Heavy Duty Trucks & Chassis,export,1145
336120 Heavy Duty Trucks & Chassis,import,1146
3362 Motor Vehicle Bodies & Trailers,export,1147
3362 Motor Vehicle Bodies & Trailers,import,1148
33621 Motor Vehicle Bodies & Trailers,export,1149
33621 Motor Vehicle Bodies & Trailers,import,1150
336211 Motor Vehicle Bodies,export,1151
336211 Motor Vehicle Bodies,import,1152
336212 Truck Trailers,export,1153
336212 Truck Trailers,import,1154
336213 Motor Homes,export,1155
336213 Motor Homes,import,1156
336214 Transportation Equip Nesoi Incl Trailers & Campers,export,1157
336214 Transportation Equip Nesoi Incl Trailers & Campers,import,1158
3363 Motor Vehicle Parts,export,1159
3363 Motor Vehicle Parts,import,1160
33631 Motor Vehicle Gasoline Engines & Engine Parts,export,1161
33631 Motor Vehicle Gasoline Engines & Engine Parts,import,1162
336310 Motor Vehicle Gasoline Engines & Engine Parts,export,1163
336310 Motor Vehicle Gasoline Engines & Engine Parts,import,1164
33632 Motor Vehicle Electrical & Electronic Equipment,export,1165
33632 Motor Vehicle Electrical & Electronic Equipment,import,1166
"336320 Motor Vehicle Electrical & Electronic Equip, Nesoi",export,1167
"336320 Motor Vehicle Electrical & Electronic Equip, Nesoi",import,1168
33633 Motor Vehicle Steering & Suspension Parts,export,1169
33633 Motor Vehicle Steering & Suspension Parts,import,1170
336330 Motor Vehicle Steering & Suspension Parts,export,1171
336330 Motor Vehicle Steering & Suspension Parts,import,1172
33634 Motor Vehicle Brake Systems,export,1173
33634 Motor Vehicle Brake Systems,import,1174
336340 Motor Vehicle Brake Systems,export,1175
336340 Motor Vehicle Brake Systems,import,1176
33635 Motor Vehicle Transmission & Power Train Parts,export,1177
33635 Motor Vehicle Transmission & Power Train Parts,import,1178
336350 Motor Vehicle Transmission & Power Train Parts,export,1179
336350 Motor Vehicle Transmission & Power Train Parts,import,1180
33636 Motor Vehicle Seating & Interior Trim,export,1181
33636 Motor Vehicle Seating & Interior Trim,import,1182
336360 Motor Vehicle Seating & Interior Trim,export,1183
336360 Motor Vehicle Seating & Interior Trim,import,1184
33637 Motor Vehicle Metal Stampings,export,1185
33637 Motor Vehicle Metal Stampings,import,1186
336370 Motor Vehicle Metal Stampings,export,1187
336370 Motor Vehicle Metal Stampings,import,1188
33639 Other Motor Vehicle Parts,export,1189
33639 Other Motor Vehicle Parts,import,1190
336390 Other Motor Vehicle Parts,export,1191
336390 Other Motor Vehicle Parts,import,1192
3364 Aerospace Products & Parts,export,1193
3364 Aerospace Products & Parts,import,1194
33641 Aerospace Products & Parts,export,1195
33641 Aerospace Products & Parts,import,1196
336411 Aircraft,export,1197
336411 Aircraft,import,1198
336412 Aircraft Engines & Engine Parts,export,1199
336412 Aircraft Engines & Engine Parts,import,1200
"336413 Aircraft Parts & Auxiliary Equipment, Nesoi",export,1201
"336413 Aircraft Parts & Auxiliary Equipment, Nesoi",import,1202
336415 Missile/space Veh Propulsion Units & Parts,export,1203
336415 Missile/space Veh Propulsion Units & Parts,import,1204
"336419 Missile/space Veh Parts & Auxiliary Equip, Nesoi",export,1205
"336419 Missile/space Veh Parts & Auxiliary Equip, Nesoi",import,1206
3365 Railroad Rolling Stock,export,1207
3365 Railroad Rolling Stock,import,1208
33651 Railroad Rolling Stock,export,1209
33651 Railroad Rolling Stock,import,1210
336510 Railroad Rolling Stock,export,1211
336510 Railroad Rolling Stock,import,1212
3366 Ships & Boats,export,1213
3366 Ships & Boats,import,1214
33661 Ships & Boats,export,1215
33661 Ships & Boats,import,1216
336611 Ships,export,1217
336611 Ships,import,1218
336612 Boats,export,1219
336612 Boats,import,1220
"3369 Transportation Equipment, Nesoi",export,1221
"3369 Transportation Equipment, Nesoi",import,1222
"33699 Transportation Equipment, Nesoi",export,1223
"33699 Transportation Equipment, Nesoi",import,1224
"336991 Motorcycles, Bicycles & Parts",export,1225
"336991 Motorcycles, Bicycles & Parts",import,1226
"336992 Military Armored Vehicle, Tanks & Tank Components",export,1227
"336992 Military Armored Vehicle, Tanks & Tank Components",import,1228
336999 All Other Transportation Equipment,export,1229
336999 All Other Transportation Equipment,import,1230
337 Furniture & Fixtures,export,1231
337 Furniture & Fixtures,import,1232
3371 Household & Institutional Furn & Kitchen Cabinets,export,1233
3371 Household & Institutional Furn & Kitchen Cabinets,import,1234
33711 Wood Kitchen Cabinets & Countertops,export,1235
33711 Wood Kitchen Cabinets & Countertops,import,1236
337110 Wood Kitchen Cabinets & Countertops,export,1237
337110 Wood Kitchen Cabinets & Countertops,import,1238
33712 Household & Institutional Furniture,export,1239
33712 Household & Institutional Furniture,import,1240
337121 Upholstered Household Furniture,export,1241
337121 Upholstered Household Furniture,import,1242
337122 Nonupholstered Wood Household Furniture,export,1243
337122 Nonupholstered Wood Household Furniture,import,1244
337127 Institutional Furniture,export,1245
337127 Institutional Furniture,import,1246
3372 Office Furniture (including Fixtures),export,1247
3372 Office Furniture (including Fixtures),import,1248
33721 Office Furniture (including Fixtures),export,1249
33721 Office Furniture (including Fixtures),import,1250
337211 Wood Office Furniture,export,1251
337211 Wood Office Furniture,import,1252
337214 Office Furniture (except Wood),export,1253
337214 Office Furniture (except Wood),import,1254
"337215 Showcases, Partitions, Shelvings & Lockers",export,1255
"337215 Showcases, Partitions, Shelvings & Lockers",import,1256
"3379 Furniture Related Products, Nesoi",export,1257
"3379 Furniture Related Products, Nesoi",import,1258
33791 Mattresses,export,1259
33791 Mattresses,import,1260
337910 Mattresses,export,1261
337910 Mattresses,import,1262
33792 Blinds & Shades,export,1263
33792 Blinds & Shades,import,1264
337920 Blinds & Shades,export,1265
337920 Blinds & Shades,import,1266
339 Miscellaneous Manufactured Commodities,export,1267
339 Miscellaneous Manufactured Commodities,import,1268
3391 Medical Equipment & Supplies,export,1269
3391 Medical Equipment & Supplies,import,1270
33911 Medical Equipment & Supplies,export,1271
33911 Medical Equipment & Supplies,import,1272
339112 Surgical & Medical Instruments,export,1273
339112 Surgical & Medical Instruments,import,1274
339113 Surgical Appliances & Supplies,export,1275
339113 Surgical Appliances & Supplies,import,1276
339114 Dental Equipment & Supplies,export,1277
339114 Dental Equipment & Supplies,import,1278
339115 Ophthalmic Goods,export,1279
339115 Ophthalmic Goods,import,1280
339116 Dental Laboratories Products,export,1281
339116 Dental Laboratories Products,import,1282
3399 Miscellaneous Manufactured Commodities,export,1283
3399 Miscellaneous Manufactured Commodities,import,1284
33991 Jewelry & Silverware,export,1285
33991 Jewelry & Silverware,import,1286
339910 Jewelry & Silverware,export,1287
339910 Jewelry & Silverware,import,1288
33992 Sporting & Athletic Goods,export,1289
33992 Sporting & Athletic Goods,import,1290
339920 Sporting & Athletic Goods,export,1291
339920 Sporting & Athletic Goods,import,1292
"33993 Dolls, Toys & Games",export,1293
"33993 Dolls, Toys & Games",import,1294
"339930 Dolls, Toys, And Games",export,1295
"339930 Dolls, Toys, And Games",import,1296
33994 Office Supplies (except Paper),export,1297
33994 Office Supplies (except Paper),import,1298
339940 Office Supplies (except Paper),export,1299
339940 Office Supplies (except Paper),import,1300
33995 Signs,export,1301
33995 Signs,import,1302
339950 Signs,export,1303
339950 Signs,import,1304
33999 Other Manufactured Commodities,export,1305
33999 Other Manufactured Commodities,import,1306
"339991 Gaskets, Packing & Sealing Devices",export,1307
"339991 Gaskets, Packing & Sealing Devices",import,1308
339992 Musical Instruments,export,1309
339992 Musical Instruments,import,1310
"339993 Fasteners, Buttons, Needles & Pins",export,1311
"339993 Fasteners, Buttons, Needles & Pins",import,1312
"339994 Brooms, Brushs & Mops",export,1313
"339994 Brooms, Brushs & Mops",import,1314
"339999 Miscellaneous Manufactured Commodities, Nesoi",export,1315
"339999 Miscellaneous Manufactured Commodities, Nesoi",import,1316
910 Waste And Scrap,export,1317
910 Waste And Scrap,import,1318
9100 Waste And Scrap,export,1319
9100 Waste And Scrap,import,1320
91000 Waste And Scrap,export,1321
91000 Waste And Scrap,import,1322
910000 Waste And Scrap,export,1323
910000 Waste And Scrap,import,1324
930 Used Or Second-hand Merchandise,export,1325
930 Used Or Second-hand Merchandise,import,1326
9300 Used Or Second-hand Merchandise,export,1327
9300 Used Or Second-hand Merchandise,import,1328
93000 Used Or Second-hand Merchandise,export,1329
93000 Used Or Second-hand Merchandise,import,1330
930000 Used Or Second-hand Merchandise,export,1331
930000 Used Or Second-hand Merchandise,import,1332
980 Goods Returned (exports For Canada Only),export,1333
980 Goods Returned (exports For Canada Only),import,1334
9800 Goods Returned (exports For Canada Only),export,1335
9800 Goods Returned (exports For Canada Only),import,1336
98000 Goods Returned (exports For Canada Only),export,1337
98000 Goods Returned (exports For Canada Only),import,1338
980000 Goods Returned (exports For Canada Only),export,1339
980000 Goods Returned (exports For Canada Only),import,1340
990 Other Special Classification Provisions,export,1341
990 Other Special Classification Provisions,import,1342
9900 Other Special Classification Provisions,export,1343
9900 Other Special Classification Provisions,import,1344
99000 Other Special Classification Provisions,export,1345
99000 Other Special Classification Provisions,import,1346
990000 Other Special Classification Provisions,export,1347
990000 Other Special Classification Provisions,import,1348
All Commodities,export,1349
