Commodity,date,Year,month_num,export_value,import_value
11211 Cattle,2015-01-01,2015,1,16375478,145433883
11211 Cattle,2015-02-01,2015,2,23156377,224766531
11211 Cattle,2015-03-01,2015,3,20834301,292839807
11211 Cattle,2015-04-01,2015,4,23966380,266826473
11211 Cattle,2015-05-01,2015,5,38998873,183073215
11211 Cattle,2015-06-01,2015,6,17563403,184263712
11211 Cattle,2015-07-01,2015,7,24707624,168873758
11211 Cattle,2015-08-01,2015,8,18247134,139638432
11211 Cattle,2015-09-01,2015,9,17763229,167712102
11211 Cattle,2015-10-01,2015,10,23323980,167029847
11211 Cattle,2015-11-01,2015,11,28775678,147968239
11211 Cattle,2015-12-01,2015,12,23631313,144782822
11211 Cattle,2016-01-01,2016,1,17280202,113702830
11211 Cattle,2016-02-01,2016,2,18731448,156777819
11211 Cattle,2016-03-01,2016,3,17006407,237151483
11211 Cattle,2016-04-01,2016,4,17716688,217277309
11211 Cattle,2016-05-01,2016,5,23385866,137448973
11211 Cattle,2016-06-01,2016,6,18192337,113400780
11211 Cattle,2016-07-01,2016,7,16629871,81089032
11211 Cattle,2016-08-01,2016,8,16245170,103041623
11211 Cattle,2016-09-01,2016,9,19400800,113348382
11211 Cattle,2016-10-01,2016,10,23154833,113295514
11211 Cattle,2016-11-01,2016,11,29735766,147637794
11211 Cattle,2016-12-01,2016,12,28694737,130096576
11211 Cattle,2017-01-01,2017,1,30113870,114077184
11211 Cattle,2017-02-01,2017,2,24388390,136499444
11211 Cattle,2017-03-01,2017,3,28363863,182029312
11211 Cattle,2017-04-01,2017,4,27876656,133685033
11211 Cattle,2017-05-01,2017,5,21630383,145916055
11211 Cattle,2017-06-01,2017,6,29806087,116907023
11211 Cattle,2017-07-01,2017,7,23400391,109601472
11211 Cattle,2017-08-01,2017,8,27546885,97602782
11211 Cattle,2017-09-01,2017,9,37775232,103371442
11211 Cattle,2017-10-01,2017,10,57292364,127628388
11211 Cattle,2017-11-01,2017,11,56714388,173293728
11211 Cattle,2017-12-01,2017,12,49946076,136298111
11211 Cattle,2018-01-01,2018,1,24115837,101003938
11211 Cattle,2018-02-01,2018,2,42651264,128422650
11211 Cattle,2018-03-01,2018,3,33327403,175070398
11211 Cattle,2018-04-01,2018,4,31504542,158141584
11211 Cattle,2018-05-01,2018,5,32420906,146990659
11211 Cattle,2018-06-01,2018,6,31159122,130310867
11211 Cattle,2018-07-01,2018,7,31974513,110831237
11211 Cattle,2018-08-01,2018,8,33081566,102813558
11211 Cattle,2018-09-01,2018,9,49432083,111558111
11211 Cattle,2018-10-01,2018,10,66402108,145507239
11211 Cattle,2018-11-01,2018,11,40480014,170524380
11211 Cattle,2018-12-01,2018,12,36333820,141907149
11211 Cattle,2019-01-01,2019,1,34360270,131229817
11211 Cattle,2019-02-01,2019,2,33066857,167766793
11211 Cattle,2019-03-01,2019,3,39868385,211845592
11211 Cattle,2019-04-01,2019,4,28491070,207868473
11211 Cattle,2019-05-01,2019,5,32517291,165187894
11211 Cattle,2019-06-01,2019,6,29049115,137823249
11211 Cattle,2019-07-01,2019,7,28800432,107709488
11211 Cattle,2019-08-01,2019,8,37039900,93123091
11211 Cattle,2019-09-01,2019,9,49187037,105912490
11211 Cattle,2019-10-01,2019,10,76301969,151944567
11211 Cattle,2019-11-01,2019,11,55636535,179978386
11211 Cattle,2019-12-01,2019,12,42613378,173041701
11211 Cattle,2020-01-01,2020,1,48522445,135634559
11211 Cattle,2020-02-01,2020,2,42213361,153344815
11211 Cattle,2020-03-01,2020,3,32733004,185198203
11211 Cattle,2020-04-01,2020,4,39631459,163856264
11211 Cattle,2020-05-01,2020,5,33632977,160793543
11211 Cattle,2020-06-01,2020,6,36204321,162321089
11211 Cattle,2020-07-01,2020,7,35516431,127498419
11211 Cattle,2020-08-01,2020,8,38655905,107293464
11211 Cattle,2020-09-01,2020,9,65580598,128514994
11211 Cattle,2020-10-01,2020,10,64744927,155961291
11211 Cattle,2020-11-01,2020,11,61415292,158754169
11211 Cattle,2020-12-01,2020,12,61262585,152475384
11211 Cattle,2021-01-01,2021,1,54798515,110581865
11211 Cattle,2021-02-01,2021,2,62181415,134147263
11211 Cattle,2021-03-01,2021,3,80255192,157377504
11211 Cattle,2021-04-01,2021,4,66361520,161513776
11211 Cattle,2021-05-01,2021,5,70301197,102604104
11211 Cattle,2021-06-01,2021,6,74588287,100021429
11211 Cattle,2021-07-01,2021,7,71083833,100274920
11211 Cattle,2021-08-01,2021,8,58602771,122031640
11211 Cattle,2021-09-01,2021,9,76108402,127165799
11211 Cattle,2021-10-01,2021,10,96290281,142738208
11211 Cattle,2021-11-01,2021,11,69524727,168734413
11211 Cattle,2021-12-01,2021,12,61426629,165250982
11211X Cattle,2015-01-01,2015,1,16375478,145433883
11211X Cattle,2015-02-01,2015,2,23156377,224766531
11211X Cattle,2015-03-01,2015,3,20834301,292839807
11211X Cattle,2015-04-01,2015,4,23966380,266826473
11211X Cattle,2015-05-01,2015,5,38998873,183073215
11211X Cattle,2015-06-01,2015,6,17563403,184263712
11211X Cattle,2015-07-01,2015,7,24707624,168873758
11211X Cattle,2015-08-01,2015,8,18247134,139638432
11211X Cattle,2015-09-01,2015,9,17763229,167712102
11211X Cattle,2015-10-01,2015,10,23323980,167029847
11211X Cattle,2015-11-01,2015,11,28775678,147968239
11211X Cattle,2015-12-01,2015,12,23631313,144782822
11211X Cattle,2016-01-01,2016,1,17280202,113702830
11211X Cattle,2016-02-01,2016,2,18731448,156777819
11211X Cattle,2016-03-01,2016,3,17006407,237151483
11211X Cattle,2016-04-01,2016,4,17716688,217277309
11211X Cattle,2016-05-01,2016,5,23385866,137448973
11211X Cattle,2016-06-01,2016,6,18192337,113400780
11211X Cattle,2016-07-01,2016,7,16629871,81089032
11211X Cattle,2016-08-01,2016,8,16245170,103041623
11211X Cattle,2016-09-01,2016,9,19400800,113348382
11211X Cattle,2016-10-01,2016,10,23154833,113295514
11211X Cattle,2016-11-01,2016,11,29735766,147637794
11211X Cattle,2016-12-01,2016,12,28694737,130096576
11211X Cattle,2017-01-01,2017,1,30113870,114077184
11211X Cattle,2017-02-01,2017,2,24388390,136499444
11211X Cattle,2017-03-01,2017,3,28363863,182029312
11211X Cattle,2017-04-01,2017,4,27876656,133685033
11211X Cattle,2017-05-01,2017,5,21630383,145916055
11211X Cattle,2017-06-01,2017,6,29806087,116907023
11211X Cattle,2017-07-01,2017,7,23400391,109601472
11211X Cattle,2017-08-01,2017,8,27546885,97602782
11211X Cattle,2017-09-01,2017,9,37775232,103371442
11211X Cattle,2017-10-01,2017,10,57292364,127628388
11211X Cattle,2017-11-01,2017,11,56714388,173293728
11211X Cattle,2017-12-01,2017,12,49946076,136298111
11211X Cattle,2018-01-01,2018,1,24115837,101003938
11211X Cattle,2018-02-01,2018,2,42651264,128422650
11211X Cattle,2018-03-01,2018,3,33327403,175070398
11211X Cattle,2018-04-01,2018,4,31504542,158141584
11211X Cattle,2018-05-01,2018,5,32420906,146990659
11211X Cattle,2018-06-01,2018,6,31159122,130310867
11211X Cattle,2018-07-01,2018,7,31974513,110831237
11211X Cattle,2018-08-01,2018,8,33081566,102813558
11211X Cattle,2018-09-01,2018,9,49432083,111558111
11211X Cattle,2018-10-01,2018,10,66402108,145507239
11211X Cattle,2018-11-01,2018,11,40480014,170524380
11211X Cattle,2018-12-01,2018,12,36333820,141907149
11211X Cattle,2019-01-01,2019,1,34360270,131229817
11211X Cattle,2019-02-01,2019,2,33066857,167766793
11211X Cattle,2019-03-01,2019,3,39868385,211845592
11211X Cattle,2019-04-01,2019,4,28491070,207868473
11211X Cattle,2019-05-01,2019,5,32517291,165187894
11211X Cattle,2019-06-01,2019,6,29049115,137823249
11211X Cattle,2019-07-01,2019,7,28800432,107709488
11211X Cattle,2019-08-01,2019,8,37039900,93123091
11211X Cattle,2019-09-01,2019,9,49187037,105912490
11211X Cattle,2019-10-01,2019,10,76301969,151944567
11211X Cattle,2019-11-01,2019,11,55636535,179978386
11211X Cattle,2019-12-01,2019,12,42613378,173041701
11211X Cattle,2020-01-01,2020,1,48522445,135634559
11211X Cattle,2020-02-01,2020,2,42213361,153344815
11211X Cattle,2020-03-01,2020,3,32733004,185198203
11211X Cattle,2020-04-01,2020,4,39631459,163856264
11211X Cattle,2020-05-01,2020,5,33632977,160793543
11211X Cattle,2020-06-01,2020,6,36204321,162321089
11211X Cattle,2020-07-01,2020,7,35516431,127498419
11211X Cattle,2020-08-01,2020,8,38655905,107293464
11211X Cattle,2020-09-01,2020,9,65580598,128514994
11211X Cattle,2020-10-01,2020,10,64744927,155961291
11211X Cattle,2020-11-01,2020,11,61415292,158754169
11211X Cattle,2020-12-01,2020,12,61262585,152475384
11211X Cattle,2021-01-01,2021,1,54798515,110581865
11211X Cattle,2021-02-01,2021,2,62181415,134147263
11211X Cattle,2021-03-01,2021,3,80255192,157377504
11211X Cattle,2021-04-01,2021,4,66361520,161513776
11211X Cattle,2021-05-01,2021,5,70301197,102604104
11211X Cattle,2021-06-01,2021,6,74588287,100021429
11211X Cattle,2021-07-01,2021,7,71083833,100274920
11211X Cattle,2021-08-01,2021,8,58602771,122031640
11211X Cattle,2021-09-01,2021,9,76108402,127165799
11211X Cattle,2021-10-01,2021,10,96290281,142738208
11211X Cattle,2021-11-01,2021,11,69524727,168734413
11211X Cattle,2021-12-01,2021,12,61426629,165250982
212111 Lignite,2015-01-01,2015,1,853240,1304549
212111 Lignite,2015-02-01,2015,2,596868,1138968
212111 Lignite,2015-03-01,2015,3,726524,1297749
212111 Lignite,2015-04-01,2015,4,1303501,1280751
212111 Lignite,2015-05-01,2015,5,1400659,1415302
212111 Lignite,2015-06-01,2015,6,1281172,880966
212111 Lignite,2015-07-01,2015,7,1177375,1131960
212111 Lignite,2015-08-01,2015,8,1777438,832673
212111 Lignite,2015-09-01,2015,9,1477959,737846
212111 Lignite,2015-10-01,2015,10,1639310,700727
212111 Lignite,2015-11-01,2015,11,1561733,936750
212111 Lignite,2015-12-01,2015,12,1060154,747248
212111 Lignite,2016-01-01,2016,1,936330,1035705
212111 Lignite,2016-02-01,2016,2,739346,818811
212111 Lignite,2016-03-01,2016,3,892497,1507870
212111 Lignite,2016-04-01,2016,4,1116468,1064688
212111 Lignite,2016-05-01,2016,5,1035757,1237119
212111 Lignite,2016-06-01,2016,6,870952,795000
212111 Lignite,2016-07-01,2016,7,1114278,665365
212111 Lignite,2016-08-01,2016,8,1038024,911599
212111 Lignite,2016-09-01,2016,9,605108,370915
212111 Lignite,2016-10-01,2016,10,771335,679389
212111 Lignite,2016-11-01,2016,11,757156,650885
212111 Lignite,2016-12-01,2016,12,645632,872684
212111 Lignite,2017-01-01,2017,1,886733,1190631
212111 Lignite,2017-02-01,2017,2,966619,1151786
212111 Lignite,2017-03-01,2017,3,776352,960065
212111 Lignite,2017-04-01,2017,4,752048,810435
212111 Lignite,2017-05-01,2017,5,780249,645016
212111 Lignite,2017-06-01,2017,6,827439,692293
212111 Lignite,2017-07-01,2017,7,453840,986630
212111 Lignite,2017-08-01,2017,8,455946,908332
212111 Lignite,2017-09-01,2017,9,553914,392778
212111 Lignite,2017-10-01,2017,10,782874,693743
212111 Lignite,2017-11-01,2017,11,315224,1320803
212111 Lignite,2017-12-01,2017,12,735300,853611
212111 Lignite,2018-01-01,2018,1,905705,927010
212111 Lignite,2018-02-01,2018,2,1401984,727897
212111 Lignite,2018-03-01,2018,3,1022219,970396
212111 Lignite,2018-04-01,2018,4,1314630,890642
212111 Lignite,2018-05-01,2018,5,900506,639986
212111 Lignite,2018-06-01,2018,6,610597,307922
212111 Lignite,2018-07-01,2018,7,767388,761389
212111 Lignite,2018-08-01,2018,8,715852,140519
212111 Lignite,2018-09-01,2018,9,1080417,462051
212111 Lignite,2018-10-01,2018,10,564460,991344
212111 Lignite,2018-11-01,2018,11,594555,524018
212111 Lignite,2018-12-01,2018,12,791717,739946
212111 Lignite,2019-01-01,2019,1,745027,1175236
212111 Lignite,2019-02-01,2019,2,727985,532994
212111 Lignite,2019-03-01,2019,3,1251594,725643
212111 Lignite,2019-04-01,2019,4,1222326,973934
212111 Lignite,2019-05-01,2019,5,901983,756043
212111 Lignite,2019-06-01,2019,6,850365,697975
212111 Lignite,2019-07-01,2019,7,625734,641407
212111 Lignite,2019-08-01,2019,8,831366,426073
212111 Lignite,2019-09-01,2019,9,955799,651753
212111 Lignite,2019-10-01,2019,10,1104191,482092
212111 Lignite,2019-11-01,2019,11,613253,394212
212111 Lignite,2019-12-01,2019,12,619660,732760
212111 Lignite,2020-01-01,2020,1,754250,536212
212111 Lignite,2020-02-01,2020,2,1058572,639769
212111 Lignite,2020-03-01,2020,3,1871540,979488
212111 Lignite,2020-04-01,2020,4,1118596,1109428
212111 Lignite,2020-05-01,2020,5,1154492,556723
212111 Lignite,2020-06-01,2020,6,583535,873760
212111 Lignite,2020-07-01,2020,7,642443,1158853
212111 Lignite,2020-08-01,2020,8,539158,1601724
212111 Lignite,2020-09-01,2020,9,425289,762173
212111 Lignite,2020-10-01,2020,10,597387,893061
212111 Lignite,2020-11-01,2020,11,722925,1005686
212111 Lignite,2020-12-01,2020,12,720817,1086156
212111 Lignite,2021-01-01,2021,1,744591,1190331
212111 Lignite,2021-02-01,2021,2,1016769,810654
212111 Lignite,2021-03-01,2021,3,829816,1235588
212111 Lignite,2021-04-01,2021,4,829917,727618
212111 Lignite,2021-05-01,2021,5,1284486,1134976
212111 Lignite,2021-06-01,2021,6,970119,1358403
212111 Lignite,2021-07-01,2021,7,521630,1718322
212111 Lignite,2021-08-01,2021,8,651616,1155239
212111 Lignite,2021-09-01,2021,9,912036,900008
212111 Lignite,2021-10-01,2021,10,613048,487770
212111 Lignite,2021-11-01,2021,11,873541,951798
212111 Lignite,2021-12-01,2021,12,912309,527100
212111 Lignite,2022-01-01,2022,1,933549,613031
212111 Lignite,2022-02-01,2022,2,507717,836204
212111 Lignite,2022-03-01,2022,3,963159,1010984
212111 Lignite,2022-04-01,2022,4,1170894,706250
212111 Lignite,2022-05-01,2022,5,1477735,579752
212111 Lignite,2022-06-01,2022,6,1133267,693357
212111 Lignite,2022-07-01,2022,7,606102,987559
212111 Lignite,2022-08-01,2022,8,931507,664733
212111 Lignite,2022-09-01,2022,9,714140,642199
212111 Lignite,2022-10-01,2022,10,611549,322285
212111 Lignite,2022-11-01,2022,11,495043,502416
212111 Lignite,2022-12-01,2022,12,981342,555368
212112 Coal (excl Anthracite) & Petroleum Gases,2015-01-01,2015,1,632028418,86041318
212112 Coal (excl Anthracite) & Petroleum Gases,2015-02-01,2015,2,472203334,61299225
212112 Coal (excl Anthracite) & Petroleum Gases,2015-03-01,2015,3,693451665,53582401
212112 Coal (excl Anthracite) & Petroleum Gases,2015-04-01,2015,4,553224095,60943426
212112 Coal (excl Anthracite) & Petroleum Gases,2015-05-01,2015,5,523815430,66551879
212112 Coal (excl Anthracite) & Petroleum Gases,2015-06-01,2015,6,485228912,60457669
212112 Coal (excl Anthracite) & Petroleum Gases,2015-07-01,2015,7,373410205,73039054
212112 Coal (excl Anthracite) & Petroleum Gases,2015-08-01,2015,8,460546608,66383921
212112 Coal (excl Anthracite) & Petroleum Gases,2015-09-01,2015,9,394114288,69840632
212112 Coal (excl Anthracite) & Petroleum Gases,2015-10-01,2015,10,402075823,61247234
212112 Coal (excl Anthracite) & Petroleum Gases,2015-11-01,2015,11,310150069,52151022
212112 Coal (excl Anthracite) & Petroleum Gases,2015-12-01,2015,12,323956340,63426437
212112 Coal (excl Anthracite) & Petroleum Gases,2016-01-01,2016,1,277704055,41365191
212112 Coal (excl Anthracite) & Petroleum Gases,2016-02-01,2016,2,274746457,52170286
212112 Coal (excl Anthracite) & Petroleum Gases,2016-03-01,2016,3,294192810,76269024
212112 Coal (excl Anthracite) & Petroleum Gases,2016-04-01,2016,4,284256755,45009446
212112 Coal (excl Anthracite) & Petroleum Gases,2016-05-01,2016,5,271238593,59980358
212112 Coal (excl Anthracite) & Petroleum Gases,2016-06-01,2016,6,320946561,43757739
212112 Coal (excl Anthracite) & Petroleum Gases,2016-07-01,2016,7,213309450,60739955
212112 Coal (excl Anthracite) & Petroleum Gases,2016-08-01,2016,8,333534446,59439783
212112 Coal (excl Anthracite) & Petroleum Gases,2016-09-01,2016,9,283411859,49489389
212112 Coal (excl Anthracite) & Petroleum Gases,2016-10-01,2016,10,407567586,48885553
212112 Coal (excl Anthracite) & Petroleum Gases,2016-11-01,2016,11,631171687,48395884
212112 Coal (excl Anthracite) & Petroleum Gases,2016-12-01,2016,12,754496816,44444461
212112 Coal (excl Anthracite) & Petroleum Gases,2017-01-01,2017,1,808572025,55369656
212112 Coal (excl Anthracite) & Petroleum Gases,2017-02-01,2017,2,805909132,41915762
212112 Coal (excl Anthracite) & Petroleum Gases,2017-03-01,2017,3,898337645,42571666
212112 Coal (excl Anthracite) & Petroleum Gases,2017-04-01,2017,4,784893316,41921848
212112 Coal (excl Anthracite) & Petroleum Gases,2017-05-01,2017,5,866770114,82529376
212112 Coal (excl Anthracite) & Petroleum Gases,2017-06-01,2017,6,767411690,47842788
212112 Coal (excl Anthracite) & Petroleum Gases,2017-07-01,2017,7,692137431,64882797
212112 Coal (excl Anthracite) & Petroleum Gases,2017-08-01,2017,8,863849796,70621904
212112 Coal (excl Anthracite) & Petroleum Gases,2017-09-01,2017,9,863496181,43013023
212112 Coal (excl Anthracite) & Petroleum Gases,2017-10-01,2017,10,842200261,48159988
212112 Coal (excl Anthracite) & Petroleum Gases,2017-11-01,2017,11,808687694,32638364
212112 Coal (excl Anthracite) & Petroleum Gases,2017-12-01,2017,12,840698153,28211955
212112 Coal (excl Anthracite) & Petroleum Gases,2018-01-01,2018,1,871372393,29829016
212112 Coal (excl Anthracite) & Petroleum Gases,2018-02-01,2018,2,989489063,25519220
212112 Coal (excl Anthracite) & Petroleum Gases,2018-03-01,2018,3,1079541995,36632771
212112 Coal (excl Anthracite) & Petroleum Gases,2018-04-01,2018,4,1137221941,33752071
212112 Coal (excl Anthracite) & Petroleum Gases,2018-05-01,2018,5,977691124,50842344
212112 Coal (excl Anthracite) & Petroleum Gases,2018-06-01,2018,6,1036939057,40301427
212112 Coal (excl Anthracite) & Petroleum Gases,2018-07-01,2018,7,1011996287,48578027
212112 Coal (excl Anthracite) & Petroleum Gases,2018-08-01,2018,8,994233458,47275421
212112 Coal (excl Anthracite) & Petroleum Gases,2018-09-01,2018,9,929357033,22683824
212112 Coal (excl Anthracite) & Petroleum Gases,2018-10-01,2018,10,1163861150,22676306
212112 Coal (excl Anthracite) & Petroleum Gases,2018-11-01,2018,11,967615353,41448429
212112 Coal (excl Anthracite) & Petroleum Gases,2018-12-01,2018,12,934831206,63749675
212112 Coal (excl Anthracite) & Petroleum Gases,2019-01-01,2019,1,991634030,48608925
212112 Coal (excl Anthracite) & Petroleum Gases,2019-02-01,2019,2,753421936,22833017
212112 Coal (excl Anthracite) & Petroleum Gases,2019-03-01,2019,3,1022963790,52351252
212112 Coal (excl Anthracite) & Petroleum Gases,2019-04-01,2019,4,954061422,41973876
212112 Coal (excl Anthracite) & Petroleum Gases,2019-05-01,2019,5,995177668,36396086
212112 Coal (excl Anthracite) & Petroleum Gases,2019-06-01,2019,6,948752773,50425492
212112 Coal (excl Anthracite) & Petroleum Gases,2019-07-01,2019,7,673993926,37579103
212112 Coal (excl Anthracite) & Petroleum Gases,2019-08-01,2019,8,804588327,43680865
212112 Coal (excl Anthracite) & Petroleum Gases,2019-09-01,2019,9,767498313,42798020
212112 Coal (excl Anthracite) & Petroleum Gases,2019-10-01,2019,10,599725507,52854974
212112 Coal (excl Anthracite) & Petroleum Gases,2019-11-01,2019,11,682370249,37088689
212112 Coal (excl Anthracite) & Petroleum Gases,2019-12-01,2019,12,620269786,36296719
212112 Coal (excl Anthracite) & Petroleum Gases,2020-01-01,2020,1,549584942,28210186
212112 Coal (excl Anthracite) & Petroleum Gases,2020-02-01,2020,2,585090084,20614262
212112 Coal (excl Anthracite) & Petroleum Gases,2020-03-01,2020,3,650002490,30018960
212112 Coal (excl Anthracite) & Petroleum Gases,2020-04-01,2020,4,538612316,23756866
212112 Coal (excl Anthracite) & Petroleum Gases,2020-05-01,2020,5,410474492,37141170
212112 Coal (excl Anthracite) & Petroleum Gases,2020-06-01,2020,6,384943758,18188373
212112 Coal (excl Anthracite) & Petroleum Gases,2020-07-01,2020,7,493784258,30875583
212112 Coal (excl Anthracite) & Petroleum Gases,2020-08-01,2020,8,396332823,19615033
212112 Coal (excl Anthracite) & Petroleum Gases,2020-09-01,2020,9,452809802,29329905
212112 Coal (excl Anthracite) & Petroleum Gases,2020-10-01,2020,10,428154051,21842971
212112 Coal (excl Anthracite) & Petroleum Gases,2020-11-01,2020,11,550783519,37287374
212112 Coal (excl Anthracite) & Petroleum Gases,2020-12-01,2020,12,573764707,22561770
212112 Coal (excl Anthracite) & Petroleum Gases,2021-01-01,2021,1,511000446,30418464
212112 Coal (excl Anthracite) & Petroleum Gases,2021-02-01,2021,2,608709055,18425996
212112 Coal (excl Anthracite) & Petroleum Gases,2021-03-01,2021,3,706540683,18628608
212112 Coal (excl Anthracite) & Petroleum Gases,2021-04-01,2021,4,608410715,33003008
212112 Coal (excl Anthracite) & Petroleum Gases,2021-05-01,2021,5,673702902,30773743
212112 Coal (excl Anthracite) & Petroleum Gases,2021-06-01,2021,6,768226882,35374072
212112 Coal (excl Anthracite) & Petroleum Gases,2021-07-01,2021,7,697049686,41257384
212112 Coal (excl Anthracite) & Petroleum Gases,2021-08-01,2021,8,800807278,25794545
212112 Coal (excl Anthracite) & Petroleum Gases,2021-09-01,2021,9,872671361,17869140
212112 Coal (excl Anthracite) & Petroleum Gases,2021-10-01,2021,10,1093537999,52798206
212112 Coal (excl Anthracite) & Petroleum Gases,2021-11-01,2021,11,1094047975,51052000
212112 Coal (excl Anthracite) & Petroleum Gases,2021-12-01,2021,12,1274745221,61071645
212112 Coal (excl Anthracite) & Petroleum Gases,2022-01-01,2022,1,896468685,43605151
212112 Coal (excl Anthracite) & Petroleum Gases,2022-02-01,2022,2,1355240066,22424977
212112 Coal (excl Anthracite) & Petroleum Gases,2022-03-01,2022,3,1560158854,41111960
212112 Coal (excl Anthracite) & Petroleum Gases,2022-04-01,2022,4,1748834066,62911726
212112 Coal (excl Anthracite) & Petroleum Gases,2022-05-01,2022,5,1821873758,41154397
212112 Coal (excl Anthracite) & Petroleum Gases,2022-06-01,2022,6,1975378428,58162129
212112 Coal (excl Anthracite) & Petroleum Gases,2022-07-01,2022,7,1433108727,85201239
212112 Coal (excl Anthracite) & Petroleum Gases,2022-08-01,2022,8,1429131683,100564508
212112 Coal (excl Anthracite) & Petroleum Gases,2022-09-01,2022,9,1436266755,62198960
212112 Coal (excl Anthracite) & Petroleum Gases,2022-10-01,2022,10,1312818104,42438285
212112 Coal (excl Anthracite) & Petroleum Gases,2022-11-01,2022,11,1436154306,76217702
212112 Coal (excl Anthracite) & Petroleum Gases,2022-12-01,2022,12,1201130867,43370257
212299 All Other Metal Ores,2015-01-01,2015,1,66250480,150392119
212299 All Other Metal Ores,2015-02-01,2015,2,63474377,119297733
212299 All Other Metal Ores,2015-03-01,2015,3,63617811,131687916
212299 All Other Metal Ores,2015-04-01,2015,4,68071348,107705423
212299 All Other Metal Ores,2015-05-01,2015,5,70402020,101739601
212299 All Other Metal Ores,2015-06-01,2015,6,67531236,80972755
212299 All Other Metal Ores,2015-07-01,2015,7,49341742,120050935
212299 All Other Metal Ores,2015-08-01,2015,8,58114522,94391018
212299 All Other Metal Ores,2015-09-01,2015,9,49141598,105973651
212299 All Other Metal Ores,2015-10-01,2015,10,48209283,98379649
212299 All Other Metal Ores,2015-11-01,2015,11,43410058,123679041
212299 All Other Metal Ores,2015-12-01,2015,12,25393732,112130365
212299 All Other Metal Ores,2016-01-01,2016,1,23417501,78059013
212299 All Other Metal Ores,2016-02-01,2016,2,25515712,78096335
212299 All Other Metal Ores,2016-03-01,2016,3,26853435,71122576
212299 All Other Metal Ores,2016-04-01,2016,4,24288040,67640580
212299 All Other Metal Ores,2016-05-01,2016,5,29974217,105956522
212299 All Other Metal Ores,2016-06-01,2016,6,29911448,64279510
212299 All Other Metal Ores,2016-07-01,2016,7,27095182,75989531
212299 All Other Metal Ores,2016-08-01,2016,8,38828951,117047154
212299 All Other Metal Ores,2016-09-01,2016,9,46422055,74152748
212299 All Other Metal Ores,2016-10-01,2016,10,43177394,81409661
212299 All Other Metal Ores,2016-11-01,2016,11,52605435,71017230
212299 All Other Metal Ores,2016-12-01,2016,12,57768436,80527619
212299 All Other Metal Ores,2017-01-01,2017,1,50118778,97104853
212299 All Other Metal Ores,2017-02-01,2017,2,53606086,83695920
212299 All Other Metal Ores,2017-03-01,2017,3,59438554,84599820
212299 All Other Metal Ores,2017-04-01,2017,4,70643750,93382790
212299 All Other Metal Ores,2017-05-01,2017,5,56112300,116699695
212299 All Other Metal Ores,2017-06-01,2017,6,59964943,91893558
212299 All Other Metal Ores,2017-07-01,2017,7,43770513,116346528
212299 All Other Metal Ores,2017-08-01,2017,8,58689863,102944206
212299 All Other Metal Ores,2017-09-01,2017,9,66810285,132646023
212299 All Other Metal Ores,2017-10-01,2017,10,70153163,100490561
212299 All Other Metal Ores,2017-11-01,2017,11,66027010,111934772
212299 All Other Metal Ores,2017-12-01,2017,12,57990368,94870201
212299 All Other Metal Ores,2018-01-01,2018,1,76974380,129098048
212299 All Other Metal Ores,2018-02-01,2018,2,71041380,97060702
212299 All Other Metal Ores,2018-03-01,2018,3,73074737,126236173
212299 All Other Metal Ores,2018-04-01,2018,4,104551864,129665011
212299 All Other Metal Ores,2018-05-01,2018,5,87267658,151258410
212299 All Other Metal Ores,2018-06-01,2018,6,91119065,116392647
212299 All Other Metal Ores,2018-07-01,2018,7,98844338,129402741
212299 All Other Metal Ores,2018-08-01,2018,8,86792381,123412672
212299 All Other Metal Ores,2018-09-01,2018,9,106567843,162299810
212299 All Other Metal Ores,2018-10-01,2018,10,97516437,135732773
212299 All Other Metal Ores,2018-11-01,2018,11,75411327,138969846
212299 All Other Metal Ores,2018-12-01,2018,12,88906403,111913497
212299 All Other Metal Ores,2019-01-01,2019,1,127988178,106487925
212299 All Other Metal Ores,2019-02-01,2019,2,98476740,160698452
212299 All Other Metal Ores,2019-03-01,2019,3,109681171,134655311
212299 All Other Metal Ores,2019-04-01,2019,4,102081048,144490229
212299 All Other Metal Ores,2019-05-01,2019,5,117301202,136594804
212299 All Other Metal Ores,2019-06-01,2019,6,89955643,116533246
212299 All Other Metal Ores,2019-07-01,2019,7,90574186,110308940
212299 All Other Metal Ores,2019-08-01,2019,8,80412699,103998025
212299 All Other Metal Ores,2019-09-01,2019,9,90799481,96950705
212299 All Other Metal Ores,2019-10-01,2019,10,103207411,180380976
212299 All Other Metal Ores,2019-11-01,2019,11,114574621,118062691
212299 All Other Metal Ores,2019-12-01,2019,12,85058381,87440153
212299 All Other Metal Ores,2020-01-01,2020,1,96192679,119866233
212299 All Other Metal Ores,2020-02-01,2020,2,90593984,72077097
212299 All Other Metal Ores,2020-03-01,2020,3,110901284,111565675
212299 All Other Metal Ores,2020-04-01,2020,4,85602773,88429732
212299 All Other Metal Ores,2020-05-01,2020,5,71459435,63787981
212299 All Other Metal Ores,2020-06-01,2020,6,76506787,64571075
212299 All Other Metal Ores,2020-07-01,2020,7,84194426,47158427
212299 All Other Metal Ores,2020-08-01,2020,8,85859692,69594354
212299 All Other Metal Ores,2020-09-01,2020,9,91224716,70973967
212299 All Other Metal Ores,2020-10-01,2020,10,86964671,63623030
212299 All Other Metal Ores,2020-11-01,2020,11,87354881,61634973
212299 All Other Metal Ores,2020-12-01,2020,12,87864898,86896156
